# processors	time
# 2^30
	1			1
	2			1,036910568
	4			3,029132467
	8			6,626471245
	16			13,234068838
	32			24,403847371
	64			32,922485914
	128			39,918641963
	256			37,264856508
	512			19,094618013


# 2^25
	1			1
	2			1,123253547
	4			3,07471094
	8			5,612012987
	16			8,356970185
	32			13,468831169
	64			17,199004975
	128			14,836909871
	256			5,291326531
	512			1,134062329
