# processors	time
# 2^30
	1			0,645438423
	2			0,671838347
	4			1,983829632
	8			4,247337218
	16			8,467488486
	32			15,283819304
	64			21,271737281
	128			26,031025508
	256			24,0712429
	512			12,802908495
	1024		4,842782157


# 2^25
	1			0,629390197
	2			0,704960553
	4			1,940791431
	8			3,848377581
	16			6,119136961
	32			7,549768519
	64			10,504025765
	128			8,850746269
	256			3,640066964
	512			0,755239088
	1024		0,150667529
