# processors	difference
# 2^30  ==>  250104 t_seq
	1			0.648519139
	2			0.672456349
	4			1.964450379
	8			4.297393426
	16			8.582546927
	32			15.826362083
	64			21.350862216
	128			25.888003312
	256			24.166972654
	512			12.383225231


# 2^25  ==>  6545 t_seq
	1			0.631086684
	2			0.708870356
	4			1.940409131
	8			3.541666667
	16			5.273972603
	32			8.5
	64			10.854063018
	128			9.363376252
	256			3.339285714
	512			0.715691635


	
