# processors	time
	1			1
	2			0,520451156
	4			0,76840391
	8			0,822568247
	16			0,819935739
	32			0,73999213
	64			0,514953686
	128			0,315084103
	256			0,145681275
	512			0,038742163
	1024		0,007327236
